Chromosome	Start	Final	Density
chr33	444001	445001	0.026785714
chr33	476001	477001	0.026785714
chr33	478001	479001	0.026785714
chr33	504001	505001	0.026785714
chr33	592001	593001	0.026785714
chr33	626001	627001	0.026785714
chr33	661001	662001	0.026785714
chr33	732001	733001	0.026785714
chr33	738001	739001	0.026785714
chr33	763001	764001	0.026785714
chr33	795001	796001	0.026785714
chr33	801001	802001	0.026785714
chr33	818001	819001	0.026785714
chr33	855001	856001	0.026785714
chr33	918001	919001	0.026785714
chr33	1050001	1051001	0.026785714
chr33	1055001	1056001	0.026785714
chr33	1069001	1070001	0.026785714
chr33	1173001	1174001	0.026785714
chr33	1246001	1247001	0.026785714
chr33	1248001	1249001	0.026785714
chr33	1276001	1277001	0.026785714
chr33	1338001	1339001	0.026785714
chr33	1349001	1350001	0.026785714
chr33	1392001	1393001	0.026785714
chr33	1417001	1418001	0.026785714
chr33	1469001	1470001	0.026785714
chr33	1484001	1485001	0.026785714
chr33	1500001	1501001	0.026785714
chr33	1646001	1647001	0.026785714
chr33	1647001	1648001	0.026785714
chr34	1001	2001	0.026785714
chr34	2001	3001	0.026785714
chr34	33001	34001	0.026785714
chr34	53001	54001	0.026785714
chr34	58001	59001	0.026785714
chr34	61001	62001	0.026785714
chr34	88001	89001	0.026785714
chr34	91001	92001	0.026785714
chr34	126001	127001	0.026785714
chr34	180001	181001	0.026785714
chr34	277001	278001	0.026785714
chr34	299001	300001	0.026785714
chr34	330001	331001	0.026785714
chr34	348001	349001	0.026785714
chr34	375001	376001	0.026785714
chr34	383001	384001	0.026785714
chr34	403001	404001	0.026785714
chr34	439001	440001	0.026785714
chr34	440001	441001	0.026785714
chr34	442001	443001	0.026785714
chr34	507001	508001	0.026785714
chr34	508001	509001	0.026785714
chr34	575001	576001	0.026785714
chr34	589001	590001	0.026785714
chr34	593001	594001	0.026785714
chr34	604001	605001	0.026785714
chr34	617001	618001	0.026785714
chr34	637001	638001	0.026785714
chr34	669001	670001	0.026785714
chr34	694001	695001	0.026785714
chr34	725001	726001	0.026785714
chr34	751001	752001	0.026785714
chr34	777001	778001	0.026785714
chr34	785001	786001	0.026785714
chr34	823001	824001	0.026785714
chr34	827001	828001	0.026785714
chr34	837001	838001	0.026785714
chr34	868001	869001	0.026785714
chr34	886001	887001	0.026785714
chr34	896001	897001	0.026785714
chr34	1047001	1048001	0.026785714
chr34	1050001	1051001	0.026785714
chr34	1071001	1072001	0.026785714
chr34	1125001	1126001	0.026785714
chr34	1175001	1176001	0.026785714
chr34	1178001	1179001	0.026785714
chr34	1199001	1200001	0.026785714
chr34	1219001	1220001	0.026785714
chr34	1224001	1225001	0.026785714
chr34	1264001	1265001	0.026785714
chr34	1266001	1267001	0.026785714
chr34	1305001	1306001	0.026785714
chr34	1309001	1310001	0.026785714
chr34	1327001	1328001	0.026785714
chr34	1333001	1334001	0.026785714
chr34	1335001	1336001	0.026785714
chr34	1340001	1341001	0.026785714
chr34	1341001	1342001	0.026785714
chr34	1443001	1444001	0.026785714
chr34	1472001	1473001	0.026785714
chr34	1473001	1474001	0.026785714
chr34	1534001	1535001	0.026785714
chr34	1539001	1540001	0.026785714
chr34	1548001	1549001	0.026785714
chr34	1564001	1565001	0.026785714
chr34	1567001	1568001	0.026785714
chr34	1577001	1578001	0.026785714
chr34	1604001	1605001	0.026785714
chr34	1763001	1764001	0.026785714
chr34	1805001	1806001	0.026785714
chr34	1814001	1815001	0.026785714
chr34	1816001	1817001	0.026785714
chr34	1893001	1894001	0.026785714
chr34	1914001	1915001	0.026785714
chr34	1924001	1925001	0.026785714
chr34	1952001	1953001	0.026785714
chr1	2001	3001	0.022321429
chr1	34001	35001	0.022321429
chr1	78001	79001	0.022321429
chr1	83001	84001	0.022321429
chr1	89001	90001	0.022321429
chr1	90001	91001	0.022321429
chr1	94001	95001	0.022321429
chr1	97001	98001	0.022321429
chr1	122001	123001	0.022321429
chr1	148001	149001	0.022321429
chr1	156001	157001	0.022321429
chr1	164001	165001	0.022321429
chr1	179001	180001	0.022321429
chr1	196001	197001	0.022321429
chr1	204001	205001	0.022321429
chr1	206001	207001	0.022321429
chr1	208001	209001	0.022321429
chr1	240001	241001	0.022321429
chr1	251001	252001	0.022321429
chr1	257001	258001	0.022321429
chr2	4001	5001	0.022321429
chr2	11001	12001	0.022321429
chr2	62001	63001	0.022321429
chr2	65001	66001	0.022321429
chr2	78001	79001	0.022321429
chr2	80001	81001	0.022321429
chr2	94001	95001	0.022321429
chr2	101001	102001	0.022321429
chr2	136001	137001	0.022321429
chr2	195001	196001	0.022321429
chr2	199001	200001	0.022321429
chr2	200001	201001	0.022321429
chr2	209001	210001	0.022321429
chr2	255001	256001	0.022321429
chr2	263001	264001	0.022321429
chr2	272001	273001	0.022321429
chr2	280001	281001	0.022321429
chr2	289001	290001	0.022321429
chr3	25001	26001	0.022321429
chr3	34001	35001	0.022321429
chr3	37001	38001	0.022321429
chr3	38001	39001	0.022321429
chr3	39001	40001	0.022321429
chr3	79001	80001	0.022321429
chr3	110001	111001	0.022321429
chr3	114001	115001	0.022321429
chr3	115001	116001	0.022321429
chr3	121001	122001	0.022321429
chr3	128001	129001	0.022321429
chr3	142001	143001	0.022321429
chr3	150001	151001	0.022321429
chr3	152001	153001	0.022321429
chr3	163001	164001	0.022321429
chr3	172001	173001	0.022321429
chr3	186001	187001	0.022321429
chr3	200001	201001	0.022321429
chr3	201001	202001	0.022321429
chr3	207001	208001	0.022321429
chr3	256001	257001	0.022321429
chr3	257001	258001	0.022321429
chr3	258001	259001	0.022321429
chr3	304001	305001	0.022321429
chr3	326001	327001	0.022321429
chr3	355001	356001	0.022321429
chr3	358001	359001	0.022321429
chr3	360001	361001	0.022321429
chr4	7001	8001	0.022321429
chr4	21001	22001	0.022321429
chr4	50001	51001	0.022321429
chr4	73001	74001	0.022321429
chr4	77001	78001	0.022321429
chr4	89001	90001	0.022321429
chr4	93001	94001	0.022321429
chr4	102001	103001	0.022321429
chr4	156001	157001	0.022321429
chr4	161001	162001	0.022321429
chr4	162001	163001	0.022321429
chr4	163001	164001	0.022321429
chr4	165001	166001	0.022321429
chr4	171001	172001	0.022321429
chr4	192001	193001	0.022321429
chr4	193001	194001	0.022321429
chr4	210001	211001	0.022321429
chr4	221001	222001	0.022321429
chr4	238001	239001	0.022321429
chr4	243001	244001	0.022321429
chr4	249001	250001	0.022321429
chr4	261001	262001	0.022321429
chr4	272001	273001	0.022321429
chr4	273001	274001	0.022321429
chr4	276001	277001	0.022321429
chr4	282001	283001	0.022321429
chr4	295001	296001	0.022321429
chr4	300001	301001	0.022321429
chr4	315001	316001	0.022321429
chr4	337001	338001	0.022321429
chr4	357001	358001	0.022321429
chr4	359001	360001	0.022321429
chr4	368001	369001	0.022321429
chr4	391001	392001	0.022321429
chr4	392001	393001	0.022321429
chr4	399001	400001	0.022321429
chr4	402001	403001	0.022321429
chr4	405001	406001	0.022321429
chr4	426001	427001	0.022321429
chr5	34001	35001	0.022321429
chr5	47001	48001	0.022321429
chr5	72001	73001	0.022321429
chr5	78001	79001	0.022321429
chr5	91001	92001	0.022321429
chr5	117001	118001	0.022321429
chr5	125001	126001	0.022321429
chr5	127001	128001	0.022321429
chr5	147001	148001	0.022321429
chr5	149001	150001	0.022321429
chr5	161001	162001	0.022321429
chr5	163001	164001	0.022321429
chr5	190001	191001	0.022321429
chr5	209001	210001	0.022321429
chr5	213001	214001	0.022321429
chr5	214001	215001	0.022321429
chr5	218001	219001	0.022321429
chr5	235001	236001	0.022321429
chr5	240001	241001	0.022321429
chr5	280001	281001	0.022321429
chr5	288001	289001	0.022321429
chr5	308001	309001	0.022321429
chr5	326001	327001	0.022321429
chr5	329001	330001	0.022321429
chr5	351001	352001	0.022321429
chr5	365001	366001	0.022321429
chr5	368001	369001	0.022321429
chr5	383001	384001	0.022321429
chr5	408001	409001	0.022321429
chr5	447001	448001	0.022321429
chr6	12001	13001	0.022321429
chr6	36001	37001	0.022321429
chr6	125001	126001	0.022321429
chr6	137001	138001	0.022321429
chr6	144001	145001	0.022321429
chr6	166001	167001	0.022321429
chr6	168001	169001	0.022321429
chr6	180001	181001	0.022321429
chr6	188001	189001	0.022321429
chr6	195001	196001	0.022321429
chr6	196001	197001	0.022321429
chr6	197001	198001	0.022321429
chr6	200001	201001	0.022321429
chr6	219001	220001	0.022321429
chr6	238001	239001	0.022321429
chr6	259001	260001	0.022321429
chr6	261001	262001	0.022321429
chr6	274001	275001	0.022321429
chr6	278001	279001	0.022321429
chr6	291001	292001	0.022321429
chr6	304001	305001	0.022321429
chr6	310001	311001	0.022321429
chr6	332001	333001	0.022321429
chr6	335001	336001	0.022321429
chr6	356001	357001	0.022321429
chr6	359001	360001	0.022321429
chr6	369001	370001	0.022321429
chr6	372001	373001	0.022321429
chr6	412001	413001	0.022321429
chr6	415001	416001	0.022321429
chr6	417001	418001	0.022321429
chr6	430001	431001	0.022321429
chr7	32001	33001	0.022321429
chr7	36001	37001	0.022321429
chr7	38001	39001	0.022321429
chr7	42001	43001	0.022321429
chr7	63001	64001	0.022321429
chr7	70001	71001	0.022321429
chr7	71001	72001	0.022321429
chr7	72001	73001	0.022321429
chr7	132001	133001	0.022321429
chr7	134001	135001	0.022321429
chr7	136001	137001	0.022321429
chr7	159001	160001	0.022321429
chr7	180001	181001	0.022321429
chr7	186001	187001	0.022321429
chr7	193001	194001	0.022321429
chr7	237001	238001	0.022321429
chr7	243001	244001	0.022321429
chr7	244001	245001	0.022321429
chr7	273001	274001	0.022321429
chr7	298001	299001	0.022321429
chr7	324001	325001	0.022321429
chr7	325001	326001	0.022321429
chr7	347001	348001	0.022321429
chr7	352001	353001	0.022321429
chr7	364001	365001	0.022321429
chr7	383001	384001	0.022321429
chr7	386001	387001	0.022321429
chr7	400001	401001	0.022321429
chr7	405001	406001	0.022321429
chr7	413001	414001	0.022321429
chr7	422001	423001	0.022321429
chr7	423001	424001	0.022321429
chr7	434001	435001	0.022321429
chr7	438001	439001	0.022321429
chr7	521001	522001	0.022321429
chr7	523001	524001	0.022321429
chr7	537001	538001	0.022321429
chr8	65001	66001	0.022321429
chr8	73001	74001	0.022321429
chr8	108001	109001	0.022321429
chr8	136001	137001	0.022321429
chr8	154001	155001	0.022321429
chr8	170001	171001	0.022321429
chr8	228001	229001	0.022321429
chr8	230001	231001	0.022321429
chr8	254001	255001	0.022321429
chr8	256001	257001	0.022321429
chr8	288001	289001	0.022321429
chr8	293001	294001	0.022321429
chr8	298001	299001	0.022321429
chr8	365001	366001	0.022321429
chr8	379001	380001	0.022321429
chr8	418001	419001	0.022321429
chr8	421001	422001	0.022321429
chr8	429001	430001	0.022321429
chr8	443001	444001	0.022321429
chr8	458001	459001	0.022321429
chr8	486001	487001	0.022321429
chr8	487001	488001	0.022321429
chr8	488001	489001	0.022321429
chr8	489001	490001	0.022321429
chr8	496001	497001	0.022321429
chr8	509001	510001	0.022321429
chr8	547001	548001	0.022321429
chr8	554001	555001	0.022321429
chr8	555001	556001	0.022321429
chr8	565001	566001	0.022321429
chr8	571001	572001	0.022321429
chr8	575001	576001	0.022321429
chr8	581001	582001	0.022321429
chr8	588001	589001	0.022321429
chr8	594001	595001	0.022321429
chr8	600001	601001	0.022321429
chr8	609001	610001	0.022321429
chr8	611001	612001	0.022321429
chr8	617001	618001	0.022321429
chr8	646001	647001	0.022321429
chr8	696001	697001	0.022321429
chr8	715001	716001	0.022321429
chr8	716001	717001	0.022321429
chr8	723001	724001	0.022321429
chr8	724001	725001	0.022321429
chr8	728001	729001	0.022321429
chr8	734001	735001	0.022321429
chr8	761001	762001	0.022321429
chr8	765001	766001	0.022321429
chr8	766001	767001	0.022321429
chr8	787001	788001	0.022321429
chr8	821001	822001	0.022321429
chr8	830001	831001	0.022321429
chr8	833001	834001	0.022321429
chr8	835001	836001	0.022321429
chr8	844001	845001	0.022321429
chr8	853001	854001	0.022321429
chr8	859001	860001	0.022321429
chr8	869001	870001	0.022321429
chr8	878001	879001	0.022321429
chr8	880001	881001	0.022321429
chr8	881001	882001	0.022321429
chr8	886001	887001	0.022321429
chr8	953001	954001	0.022321429
chr8	959001	960001	0.022321429
chr8	976001	977001	0.022321429
chr8	1012001	1013001	0.022321429
chr8	1019001	1020001	0.022321429
chr8	1020001	1021001	0.022321429
chr8	1022001	1023001	0.022321429
chr8	1050001	1051001	0.022321429
chr8	1058001	1059001	0.022321429
chr8	1167001	1168001	0.022321429
chr8	1172001	1173001	0.022321429
chr8	1173001	1174001	0.022321429
chr8	1179001	1180001	0.022321429
chr8	1199001	1200001	0.022321429
chr8	1215001	1216001	0.022321429
chr8	1222001	1223001	0.022321429
chr8	1224001	1225001	0.022321429
chr8	1254001	1255001	0.022321429
chr8	1263001	1264001	0.022321429
chr8	1276001	1277001	0.022321429
chr8	1326001	1327001	0.022321429
chr8	1386001	1387001	0.022321429
chr8	1392001	1393001	0.022321429
chr8	1396001	1397001	0.022321429
chr8	1425001	1426001	0.022321429
chr8	1438001	1439001	0.022321429
chr8	1446001	1447001	0.022321429
chr8	1499001	1500001	0.022321429
chr8	1511001	1512001	0.022321429
chr8	1514001	1515001	0.022321429
chr8	1517001	1518001	0.022321429
chr8	1526001	1527001	0.022321429
chr8	1528001	1529001	0.022321429
chr8	1532001	1533001	0.022321429
chr8	1548001	1549001	0.022321429
chr8	1586001	1587001	0.022321429
chr8	1603001	1604001	0.022321429
chr9	9001	10001	0.022321429
chr9	24001	25001	0.022321429
chr9	30001	31001	0.022321429
chr9	39001	40001	0.022321429
chr9	40001	41001	0.022321429
chr9	84001	85001	0.022321429
chr9	94001	95001	0.022321429
chr9	98001	99001	0.022321429
chr9	133001	134001	0.022321429
chr9	144001	145001	0.022321429
chr9	152001	153001	0.022321429
chr9	163001	164001	0.022321429
chr9	178001	179001	0.022321429
chr9	190001	191001	0.022321429
chr9	205001	206001	0.022321429
chr9	218001	219001	0.022321429
chr9	227001	228001	0.022321429
chr9	260001	261001	0.022321429
chr9	298001	299001	0.022321429
chr9	339001	340001	0.022321429
chr9	340001	341001	0.022321429
chr9	392001	393001	0.022321429
chr9	401001	402001	0.022321429
chr9	405001	406001	0.022321429
chr9	416001	417001	0.022321429
chr9	417001	418001	0.022321429
chr9	424001	425001	0.022321429
chr9	448001	449001	0.022321429
chr9	449001	450001	0.022321429
chr9	464001	465001	0.022321429
chr9	496001	497001	0.022321429
chr9	526001	527001	0.022321429
chr10	35001	36001	0.022321429
chr10	47001	48001	0.022321429
chr10	140001	141001	0.022321429
chr10	164001	165001	0.022321429
chr10	171001	172001	0.022321429
chr10	198001	199001	0.022321429
chr10	201001	202001	0.022321429
chr10	206001	207001	0.022321429
chr10	261001	262001	0.022321429
chr10	276001	277001	0.022321429
chr10	289001	290001	0.022321429
chr10	302001	303001	0.022321429
chr10	303001	304001	0.022321429
chr10	395001	396001	0.022321429
chr10	398001	399001	0.022321429
chr10	401001	402001	0.022321429
chr10	403001	404001	0.022321429
chr10	481001	482001	0.022321429
chr11	2001	3001	0.022321429
chr11	3001	4001	0.022321429
chr11	16001	17001	0.022321429
chr11	47001	48001	0.022321429
chr11	99001	100001	0.022321429
chr11	117001	118001	0.022321429
chr11	123001	124001	0.022321429
chr11	133001	134001	0.022321429
chr11	140001	141001	0.022321429
chr11	175001	176001	0.022321429
chr11	179001	180001	0.022321429
chr11	186001	187001	0.022321429
chr11	217001	218001	0.022321429
chr11	228001	229001	0.022321429
chr11	229001	230001	0.022321429
chr11	232001	233001	0.022321429
chr11	248001	249001	0.022321429
chr11	260001	261001	0.022321429
chr11	280001	281001	0.022321429
chr11	312001	313001	0.022321429
chr11	371001	372001	0.022321429
chr11	374001	375001	0.022321429
chr11	381001	382001	0.022321429
chr11	396001	397001	0.022321429
chr11	398001	399001	0.022321429
chr11	408001	409001	0.022321429
chr11	414001	415001	0.022321429
chr11	419001	420001	0.022321429
chr11	437001	438001	0.022321429
chr11	440001	441001	0.022321429
chr11	462001	463001	0.022321429
chr11	466001	467001	0.022321429
chr11	488001	489001	0.022321429
chr12	1001	2001	0.022321429
chr12	41001	42001	0.022321429
chr12	76001	77001	0.022321429
chr12	89001	90001	0.022321429
chr12	99001	100001	0.022321429
chr12	108001	109001	0.022321429
chr12	172001	173001	0.022321429
chr12	190001	191001	0.022321429
chr12	199001	200001	0.022321429
chr12	201001	202001	0.022321429
chr12	214001	215001	0.022321429
chr12	222001	223001	0.022321429
chr12	231001	232001	0.022321429
chr12	233001	234001	0.022321429
chr12	286001	287001	0.022321429
chr12	374001	375001	0.022321429
chr12	385001	386001	0.022321429
chr12	476001	477001	0.022321429
chr12	498001	499001	0.022321429
chr13	23001	24001	0.022321429
chr13	93001	94001	0.022321429
chr13	152001	153001	0.022321429
chr13	203001	204001	0.022321429
chr13	204001	205001	0.022321429
chr13	217001	218001	0.022321429
chr13	234001	235001	0.022321429
chr13	243001	244001	0.022321429
chr13	275001	276001	0.022321429
chr13	288001	289001	0.022321429
chr13	289001	290001	0.022321429
chr13	296001	297001	0.022321429
chr13	299001	300001	0.022321429
chr13	301001	302001	0.022321429
chr13	307001	308001	0.022321429
chr13	340001	341001	0.022321429
chr13	353001	354001	0.022321429
chr13	364001	365001	0.022321429
chr13	380001	381001	0.022321429
chr13	386001	387001	0.022321429
chr13	396001	397001	0.022321429
chr13	397001	398001	0.022321429
chr13	405001	406001	0.022321429
chr13	420001	421001	0.022321429
chr13	421001	422001	0.022321429
chr13	426001	427001	0.022321429
chr13	460001	461001	0.022321429
chr13	462001	463001	0.022321429
chr13	483001	484001	0.022321429
chr13	484001	485001	0.022321429
chr13	548001	549001	0.022321429
chr13	600001	601001	0.022321429
chr14	85001	86001	0.022321429
chr14	88001	89001	0.022321429
chr14	94001	95001	0.022321429
chr14	105001	106001	0.022321429
chr14	137001	138001	0.022321429
chr14	149001	150001	0.022321429
chr14	150001	151001	0.022321429
chr14	152001	153001	0.022321429
chr14	166001	167001	0.022321429
chr14	195001	196001	0.022321429
chr14	196001	197001	0.022321429
chr14	219001	220001	0.022321429
chr14	222001	223001	0.022321429
chr14	232001	233001	0.022321429
chr14	263001	264001	0.022321429
chr14	269001	270001	0.022321429
chr14	288001	289001	0.022321429
chr14	343001	344001	0.022321429
chr14	344001	345001	0.022321429
chr14	356001	357001	0.022321429
chr14	360001	361001	0.022321429
chr14	375001	376001	0.022321429
chr14	393001	394001	0.022321429
chr14	409001	410001	0.022321429
chr14	427001	428001	0.022321429
chr14	469001	470001	0.022321429
chr14	479001	480001	0.022321429
chr14	515001	516001	0.022321429
chr14	522001	523001	0.022321429
chr14	524001	525001	0.022321429
chr14	549001	550001	0.022321429
chr14	594001	595001	0.022321429
chr14	604001	605001	0.022321429
chr15	9001	10001	0.022321429
chr15	22001	23001	0.022321429
chr15	44001	45001	0.022321429
chr15	85001	86001	0.022321429
chr15	100001	101001	0.022321429
chr15	111001	112001	0.022321429
chr15	112001	113001	0.022321429
chr15	146001	147001	0.022321429
chr15	154001	155001	0.022321429
chr15	158001	159001	0.022321429
chr15	164001	165001	0.022321429
chr15	169001	170001	0.022321429
chr15	174001	175001	0.022321429
chr15	176001	177001	0.022321429
chr15	178001	179001	0.022321429
chr15	180001	181001	0.022321429
chr15	186001	187001	0.022321429
chr15	193001	194001	0.022321429
chr15	207001	208001	0.022321429
chr15	225001	226001	0.022321429
chr15	235001	236001	0.022321429
chr15	254001	255001	0.022321429
chr15	281001	282001	0.022321429
chr15	296001	297001	0.022321429
chr15	323001	324001	0.022321429
chr15	382001	383001	0.022321429
chr15	386001	387001	0.022321429
chr15	388001	389001	0.022321429
chr15	392001	393001	0.022321429
chr15	393001	394001	0.022321429
chr15	394001	395001	0.022321429
chr15	412001	413001	0.022321429
chr15	452001	453001	0.022321429
chr16	1001	2001	0.022321429
chr16	8001	9001	0.022321429
chr16	12001	13001	0.022321429
chr16	25001	26001	0.022321429
chr16	33001	34001	0.022321429
chr16	41001	42001	0.022321429
chr16	43001	44001	0.022321429
chr16	68001	69001	0.022321429
chr16	92001	93001	0.022321429
chr16	128001	129001	0.022321429
chr16	167001	168001	0.022321429
chr16	173001	174001	0.022321429
chr16	182001	183001	0.022321429
chr16	222001	223001	0.022321429
chr16	248001	249001	0.022321429
chr16	260001	261001	0.022321429
chr16	265001	266001	0.022321429
chr16	269001	270001	0.022321429
chr16	346001	347001	0.022321429
chr16	360001	361001	0.022321429
chr16	364001	365001	0.022321429
chr16	365001	366001	0.022321429
chr16	375001	376001	0.022321429
chr16	383001	384001	0.022321429
chr16	410001	411001	0.022321429
chr16	411001	412001	0.022321429
chr16	436001	437001	0.022321429
chr16	439001	440001	0.022321429
chr16	461001	462001	0.022321429
chr16	467001	468001	0.022321429
chr16	482001	483001	0.022321429
chr16	519001	520001	0.022321429
chr16	549001	550001	0.022321429
chr16	570001	571001	0.022321429
chr16	619001	620001	0.022321429
chr16	623001	624001	0.022321429
chr16	624001	625001	0.022321429
chr16	653001	654001	0.022321429
chr16	678001	679001	0.022321429
chr17	51001	52001	0.022321429
chr17	57001	58001	0.022321429
chr17	58001	59001	0.022321429
chr17	61001	62001	0.022321429
chr17	62001	63001	0.022321429
chr17	69001	70001	0.022321429
chr17	132001	133001	0.022321429
chr17	135001	136001	0.022321429
chr17	136001	137001	0.022321429
chr17	190001	191001	0.022321429
chr17	208001	209001	0.022321429
chr17	249001	250001	0.022321429
chr17	255001	256001	0.022321429
chr17	259001	260001	0.022321429
chr17	284001	285001	0.022321429
chr17	287001	288001	0.022321429
chr17	313001	314001	0.022321429
chr17	329001	330001	0.022321429
chr17	358001	359001	0.022321429
chr17	378001	379001	0.022321429
chr17	381001	382001	0.022321429
chr17	390001	391001	0.022321429
chr17	405001	406001	0.022321429
chr17	425001	426001	0.022321429
chr17	448001	449001	0.022321429
chr17	466001	467001	0.022321429
chr17	471001	472001	0.022321429
chr17	472001	473001	0.022321429
chr17	489001	490001	0.022321429
chr17	493001	494001	0.022321429
chr17	500001	501001	0.022321429
chr17	522001	523001	0.022321429
chr17	530001	531001	0.022321429
chr17	551001	552001	0.022321429
chr17	552001	553001	0.022321429
chr17	585001	586001	0.022321429
chr17	602001	603001	0.022321429
chr17	616001	617001	0.022321429
chr17	629001	630001	0.022321429
chr17	662001	663001	0.022321429
chr18	3001	4001	0.022321429
chr18	13001	14001	0.022321429
chr18	25001	26001	0.022321429
chr18	62001	63001	0.022321429
chr18	63001	64001	0.022321429
chr18	65001	66001	0.022321429
chr18	68001	69001	0.022321429
chr18	69001	70001	0.022321429
chr18	76001	77001	0.022321429
chr18	84001	85001	0.022321429
chr18	93001	94001	0.022321429
chr18	94001	95001	0.022321429
chr18	97001	98001	0.022321429
chr18	104001	105001	0.022321429
chr18	108001	109001	0.022321429
chr18	135001	136001	0.022321429
chr18	144001	145001	0.022321429
chr18	159001	160001	0.022321429
chr18	224001	225001	0.022321429
chr18	226001	227001	0.022321429
chr18	228001	229001	0.022321429
chr18	233001	234001	0.022321429
chr18	248001	249001	0.022321429
chr18	256001	257001	0.022321429
chr18	269001	270001	0.022321429
chr18	281001	282001	0.022321429
chr18	304001	305001	0.022321429
chr18	322001	323001	0.022321429
chr18	331001	332001	0.022321429
chr18	339001	340001	0.022321429
chr18	382001	383001	0.022321429
chr18	386001	387001	0.022321429
chr18	387001	388001	0.022321429
chr18	390001	391001	0.022321429
chr18	398001	399001	0.022321429
chr18	402001	403001	0.022321429
chr18	417001	418001	0.022321429
chr18	462001	463001	0.022321429
chr18	472001	473001	0.022321429
chr18	494001	495001	0.022321429
chr18	558001	559001	0.022321429
chr18	605001	606001	0.022321429
chr18	636001	637001	0.022321429
chr18	647001	648001	0.022321429
chr18	655001	656001	0.022321429
chr19	18001	19001	0.022321429
chr19	113001	114001	0.022321429
chr19	129001	130001	0.022321429
chr19	142001	143001	0.022321429
chr19	161001	162001	0.022321429
chr19	166001	167001	0.022321429
chr19	186001	187001	0.022321429
chr19	204001	205001	0.022321429
chr19	229001	230001	0.022321429
chr19	243001	244001	0.022321429
chr19	244001	245001	0.022321429
chr19	258001	259001	0.022321429
chr19	260001	261001	0.022321429
chr19	264001	265001	0.022321429
chr19	267001	268001	0.022321429
chr19	290001	291001	0.022321429
chr19	303001	304001	0.022321429
chr19	311001	312001	0.022321429
chr19	325001	326001	0.022321429
chr19	379001	380001	0.022321429
chr19	394001	395001	0.022321429
chr19	411001	412001	0.022321429
chr19	420001	421001	0.022321429
chr19	439001	440001	0.022321429
chr19	440001	441001	0.022321429
chr19	444001	445001	0.022321429
chr19	455001	456001	0.022321429
chr19	467001	468001	0.022321429
chr19	503001	504001	0.022321429
chr19	508001	509001	0.022321429
chr19	536001	537001	0.022321429
chr19	537001	538001	0.022321429
chr19	576001	577001	0.022321429
chr19	591001	592001	0.022321429
chr19	654001	655001	0.022321429
chr20	1001	2001	0.022321429
chr20	93001	94001	0.022321429
chr20	163001	164001	0.022321429
chr20	172001	173001	0.022321429
chr20	173001	174001	0.022321429
chr20	194001	195001	0.022321429
chr20	229001	230001	0.022321429
chr20	231001	232001	0.022321429
chr20	233001	234001	0.022321429
chr20	298001	299001	0.022321429
chr20	367001	368001	0.022321429
chr20	389001	390001	0.022321429
chr20	430001	431001	0.022321429
chr20	433001	434001	0.022321429
chr20	437001	438001	0.022321429
chr20	438001	439001	0.022321429
chr20	442001	443001	0.022321429
chr20	446001	447001	0.022321429
chr20	448001	449001	0.022321429
chr20	456001	457001	0.022321429
chr20	473001	474001	0.022321429
chr20	490001	491001	0.022321429
chr20	493001	494001	0.022321429
chr20	494001	495001	0.022321429
chr20	509001	510001	0.022321429
chr20	510001	511001	0.022321429
chr20	513001	514001	0.022321429
chr20	516001	517001	0.022321429
chr20	517001	518001	0.022321429
chr20	543001	544001	0.022321429
chr20	544001	545001	0.022321429
chr20	549001	550001	0.022321429
chr20	553001	554001	0.022321429
chr20	555001	556001	0.022321429
chr20	562001	563001	0.022321429
chr20	565001	566001	0.022321429
chr20	569001	570001	0.022321429
chr20	580001	581001	0.022321429
chr20	604001	605001	0.022321429
chr20	620001	621001	0.022321429
chr20	628001	629001	0.022321429
chr20	635001	636001	0.022321429
chr20	641001	642001	0.022321429
chr20	652001	653001	0.022321429
chr20	653001	654001	0.022321429
chr20	667001	668001	0.022321429
chr20	731001	732001	0.022321429
chr20	754001	755001	0.022321429
chr20	759001	760001	0.022321429
chr20	765001	766001	0.022321429
chr20	766001	767001	0.022321429
chr20	768001	769001	0.022321429
chr20	782001	783001	0.022321429
chr20	793001	794001	0.022321429
chr20	808001	809001	0.022321429
chr20	823001	824001	0.022321429
chr20	879001	880001	0.022321429
chr20	901001	902001	0.022321429
chr20	903001	904001	0.022321429
chr20	906001	907001	0.022321429
chr20	907001	908001	0.022321429
chr20	922001	923001	0.022321429
chr20	938001	939001	0.022321429
chr20	964001	965001	0.022321429
chr20	965001	966001	0.022321429
chr20	966001	967001	0.022321429
chr20	967001	968001	0.022321429
chr20	968001	969001	0.022321429
chr20	969001	970001	0.022321429
chr20	1019001	1020001	0.022321429
chr20	1030001	1031001	0.022321429
chr20	1032001	1033001	0.022321429
chr20	1042001	1043001	0.022321429
chr20	1074001	1075001	0.022321429
chr20	1103001	1104001	0.022321429
chr20	1127001	1128001	0.022321429
chr20	1156001	1157001	0.022321429
chr20	1158001	1159001	0.022321429
chr20	1160001	1161001	0.022321429
chr20	1168001	1169001	0.022321429
chr20	1175001	1176001	0.022321429
chr20	1209001	1210001	0.022321429
chr20	1218001	1219001	0.022321429
chr20	1222001	1223001	0.022321429
chr20	1224001	1225001	0.022321429
chr20	1228001	1229001	0.022321429
chr20	1230001	1231001	0.022321429
chr20	1233001	1234001	0.022321429
chr20	1244001	1245001	0.022321429
chr20	1245001	1246001	0.022321429
