Chromosome	Start	Final	Expression
chr12	76268	80986	5.186054746
chr12	81457	83559	4.036454409
chr12	86117	88471	5.223551457
chr12	90232	98946	5.682268918
chr12	99663	101303	3.614449303
chr12	102100	104253	5.504839848
chr12	109246	114030	6.373638534
chr12	114449	120109	5.658865068
chr12	120566	122371	5.234672173
chr12	123833	133516	7.117808557
chr12	134596	138534	5.92145929
chr12	139944	146105	6.857516693
chr12	148552	150270	5.267117012
chr12	152031	153128	5.330334
chr12	154861	155817	5.120836999
chr12	161632	166029	7.52544294
chr12	167236	168438	6.822785583
chr12	169610	170755	8.081820373
chr12	178201	178512	3.144951561
chr12	273687	273977	4.525846504
chr12	274291	274704	5.548390689
chr12	275263	277080	8.479326021
chr12	278164	278667	5.564121067
chr12	281496	283997	4.893782038
chr12	287335	291444	6.901793858
chr12	292771	299712	7.541539598
chr12	302788	308547	6.818058012
chr12	310389	311945	6.242852831
chr12	313145	316345	4.233792786
chr12	317461	321921	6.002419016
chr12	323041	324534	6.91716366
chr12	326584	328830	4.960668959
chr12	331899	333758	6.837984733
chr12	336006	338885	6.771715868
chr12	343997	345016	6.777321186
chr12	347440	348696	6.443705602
chr12	349906	350406	5.600024451
chr12	351374	353920	6.315869885
chr12	355186	355512	5.022384531
chr12	357458	360028	7.002471539
chr12	362574	362795	7.002471539
chr12	364259	364966	8.031192681
chr12	366662	367276	8.709677096
chr12	368724	369410	8.780091231
chr12	369479	369898	8.780091231
chr12	371083	373635	7.138680011
chr12	374991	376535	7.954895825
chr12	380254	381573	7.043353268
chr12	383319	384422	8.84195448
chr12	386122	387384	8.804688844
chr12	391972	397062	6.061376391
chr12	397740	399680	6.822685879
chr12	401758	405633	6.620934763
chr12	408666	409820	6.204061972
chr12	413210	415669	6.155191954
chr12	418041	421847	6.673546595
chr12	423683	426514	5.298238872
chr12	428618	430675	5.339181061
chr12	432840	435440	5.025370956
chr12	437088	441905	6.011824508
chr12	443690	445312	5.035988329
chr12	450035	453025	5.753636487
chr12	454785	459017	5.322102053
chr12	462994	463875	4.290542566
chr12	464384	467044	6.480011392
chr12	469044	473192	5.634267198
chr12	474365	475681	5.820517745
chr12	478596	479627	5.574736723
chr12	481129	483048	5.078994865
chr12	483985	484611	3.459045297
chr12	485073	486941	4.862766436
chr12	487963	490575	4.926047024
chr12	491278	494163	5.536793796
chr12	495060	496922	4.596788187
chr12	503149	504465	4.098605364
chr12	505111	506100	4.908808218
chr12	173633	174811	3.855778096
chr12	176172	176657	7.224977417
chr12	179166	181283	4.977405001
chr12	182337	184289	4.596985558
chr12	185826	189284	7.158237753
chr12	194374	196728	5.065431348
chr12	207107	209311	3.752843836
chr12	215993	217816	4.372758809
chr12	236353	237285	2.51736082
chr12	243911	248257	5.187750272
chr12	262603	265572	6.904622997
chr12	390331	390765	3.367629351
chr13	1	647	0
chr13	124308	125537	9.322772061
chr13	126744	128609	6.865860852
chr13	129329	131581	8.34324702
chr13	133120	134538	8.34324702
chr13	136518	142988	8.091657452
chr13	143668	144567	5.960904654
chr13	145202	146038	6.208909736
chr13	146737	150444	6.923046259
chr13	151245	151841	5.413641749
chr13	152752	154752	6.898674583
chr13	155892	156488	10.81548433
chr13	157711	158136	11.61928376
chr13	160934	166465	8.502969182
chr13	167512	168489	5.045553137
chr13	169315	170322	5.359770768
chr13	171404	172210	6.499560102
chr13	174374	175645	6.180754754
chr13	177319	178218	6.460478437
chr13	180059	184072	6.666286721
chr13	185224	187047	6.469794689
chr13	188993	191107	5.995909957
chr13	193045	194000	6.020027988
chr13	194050	194500	6.020027988
chr13	195292	196839	5.822325127
chr13	198590	201724	4.213833174
chr13	205037	209293	4.590875998
chr13	606002	607813	7.017688331
chr13	609445	610866	6.16053364
chr13	2473	4425	5.692340905
chr13	6025	7194	6.35229056
chr13	7808	8413	5.653787439
chr13	9234	10301	5.776297021
chr13	10828	11718	4.430502333
chr13	12457	13845	4.347350573
chr13	14713	15303	6.244806614
chr13	16071	20360	7.177993121
chr13	23903	25414	7.323216966
chr13	29256	30497	5.926381337
chr13	31616	32674	5.864186642
chr13	33884	34354	5.768137442
chr13	38764	40944	6.712890773
chr13	42053	42817	6.34896164
chr13	43462	44883	6.01758852
chr13	46968	48479	8.057034849
chr13	49395	51266	5.62933641
chr13	51735	53108	4.712307104
chr13	57714	58460	5.833892898
chr13	61752	64223	8.305362968
chr13	66772	69189	6.762887772
chr13	70357	70992	5.832201081
chr13	72611	73876	4.397077313
chr13	75457	76380	6.460703279
chr13	78725	80326	5.006012495
chr13	80837	81619	5.974901514
chr13	83874	89555	6.443404694
chr13	90356	91711	12.94978912
chr13	93443	94798	12.85511985
chr13	95480	101554	6.95849082
chr13	102762	106058	6.24205223
chr13	106590	108599	6.713403174
chr13	109588	111378	6.838802901
chr13	113456	116728	7.684029651
chr13	118607	118972	10.49432001
chr13	210556	211878	4.141908877
chr13	212897	213925	4.614260231
chr13	214959	217442	8.299555683
chr13	218616	221885	6.316976949
chr13	223186	224064	4.910270438
chr13	224731	230874	6.854825424
chr13	231766	233472	6.035923131
chr13	235104	236846	6.831306466
chr13	237577	239616	6.488002546
chr13	240395	241069	5.170574891
chr13	243524	251455	7.702084149
chr13	253820	254689	5.196156062
chr13	255600	259307	6.51751493
chr13	260009	263359	5.333226225
chr13	265314	268799	6.709470762
chr13	270087	271130	4.905345319
chr13	272328	273914	6.866929397
chr13	277950	280049	8.032882164
chr13	281011	282073	7.079382115
chr13	282890	284568	7.079382115
chr13	285893	288355	5.507326126
chr13	289677	294203	6.433660498
chr13	294950	295777	4.544705044
chr13	296668	298845	4.430953129
chr13	299765	301216	4.879123943
chr13	301964	303637	5.993831877
chr13	304851	306737	6.42266689
chr13	307745	312736	7.283029425
chr13	313596	315068	4.907872105
chr13	315904	317292	5.871473283
chr13	318104	319087	4.766223326
chr13	320291	323935	7.737272785
chr13	324954	326045	4.984997306
chr13	326793	332078	6.23409841
chr13	333412	334116	5.400181328
chr13	335929	336855	5.553195993
chr13	339663	346478	8.368449367
chr13	346994	347264	7.217425455
chr13	347386	351596	7.217425455
chr13	354736	356052	7.022040767
chr13	357443	360670	8.938764963
chr13	362267	363868	5.976509978
chr13	365036	365305	3.269774891
chr13	366583	368358	5.971569792
chr13	369382	370593	5.654471089
chr13	371845	372807	5.252736033
chr13	373546	374154	6.247952852
chr13	374895	376529	5.684078385
chr13	377916	378272	4.701833773
chr13	381095	383233	6.885310242
chr13	385417	385974	4.373387281
chr13	391856	393358	7.512041296
chr13	394834	395655	10.54666246
chr13	397488	398309	10.41191293
chr13	399639	401273	5.45844612
chr13	402490	402942	7.413820779
chr13	404795	405385	6.853756619
chr13	406703	407149	7.16394219
chr13	408498	409231	5.761739718
chr13	409562	410924	5.761739718
chr13	413147	414130	7.041265602
chr13	415482	418553	6.432716089
chr13	419857	420447	6.129673515
chr13	423318	424565	6.115084377
chr13	427594	428991	7.053967352
chr13	430851	432341	6.088214216
chr13	433738	437775	5.899444611
chr13	439387	442848	6.553913464
chr13	444369	446882	6.723714642
chr13	448983	451076	5.841784797
chr13	452087	453784	7.158372944
chr13	455683	456891	4.507283256
chr13	457364	460192	5.741197765
chr13	463151	466825	6.893534136
chr13	471743	472483	5.236654982
chr13	474644	476545	6.486271031
chr13	477057	481880	6.743824052
chr13	482746	483399	4.151171774
chr13	484674	485378	5.769117894
chr13	486285	501046	8.474859001
chr13	501101	503117	8.474859001
chr13	505437	505913	7.237495426
chr13	506645	508963	6.037788916
chr13	510403	513525	7.26057639
chr13	518551	520632	8.10995217
chr13	522382	525219	6.71901844
chr13	528349	531663	8.152443109
chr13	533404	534864	6.651176907
chr13	536789	540337	6.887412654
chr13	541516	542601	6.848628129
chr13	544428	546194	7.278147722
chr13	553528	553944	6.848727981
chr13	556553	558805	8.146968287
chr13	560274	564200	6.286429919
chr13	567238	569412	5.98070003
chr13	571713	573422	6.178958494
chr13	575530	580476	7.10780967
chr13	581691	583430	6.529760608
chr13	585116	599160	10.23793174
chr13	600187	601819	10.23793174
chr13	602313	602633	10.43342042
chr13	603350	604168	8.312541575
chr14	2319	3242	7.210885851
chr14	3701	6844	7.400593397
chr14	7361	8173	6.543990216
chr14	8825	12121	6.599926665
chr14	13383	15584	6.601464499
chr14	16130	16705	6.12897147
chr14	17383	18222	6.794760539
chr14	19222	20085	5.919219817
chr14	20663	21820	6.750976153
chr14	22998	26096	6.630839512
chr14	27058	28629	5.743422051
chr14	29426	30481	3.380356212
chr14	31398	32456	5.911715589
chr14	34579	36156	6.104213518
chr14	37160	37699	4.433316348
chr14	38573	39655	4.079957359
chr14	42880	44937	5.924761745
chr14	46142	46492	6.289759812
chr14	46550	47572	6.289759812
chr14	48842	49441	8.806110915
chr14	51031	51603	4.242317883
chr14	53249	54580	5.946542854
chr14	56162	57877	5.332213807
chr14	59592	65090	6.386962769
chr14	66052	66480	4.439083727
chr14	67249	67767	5.113377198
chr14	69999	72167	5.547639142
chr14	73175	74659	4.255430737
chr14	75611	78482	6.454945005
chr14	79651	80579	6.454945005
chr14	80993	81919	4.738521958
chr14	82683	83540	6.535736938
chr14	86307	88718	7.012982422
chr14	90521	92620	6.982975803
chr14	97414	100710	6.186057071
chr14	102906	104942	4.528365809
chr14	106862	109966	6.15694677
chr14	111294	116898	6.958464623
chr14	117799	119312	6.958464623
chr14	120667	122487	6.554494451
chr14	126719	127651	6.779218914
chr14	129762	130207	6.265284679
chr14	130450	130693	6.265284679
chr14	133061	133993	7.154868861
chr14	136662	137249	5.845394331
chr14	137782	140997	7.592608709
chr14	142062	143985	4.886551373
chr14	144321	144514	4.886551373
chr14	145642	146844	4.616650054
chr14	147577	149229	5.540986833
chr14	151797	152765	7.265498537
chr14	153536	155092	6.567251143
chr14	157669	158490	1.843081773
chr14	412976	415171	8.35039394
chr14	415244	425782	8.35039394
chr14	428444	431569	6.789627042
chr14	434216	435148	5.278213493
chr14	436071	436763	4.918057546
chr14	440469	455396	10.36448613
chr14	457212	459188	9.927987162
chr14	459349	464148	9.927987162
chr14	464210	464740	9.927987162
chr14	464782	468225	9.927987162
chr14	471049	475273	10.89480079
chr14	475323	477311	10.89480079
chr14	477410	479244	10.89480079
chr14	481379	484195	6.172679148
chr14	486494	488026	6.356305048
chr14	489274	490839	6.065623379
chr14	492619	493650	6.049792464
chr14	494642	495931	9.14684111
chr14	498253	500877	6.004847319
chr14	502294	504414	5.186509724
chr14	505299	506969	6.438984645
chr14	507709	509304	6.524193631
chr14	510450	511235	5.580311095
chr14	512201	515008	7.338905244
chr14	517116	518825	6.388754438
chr14	520167	521096	4.146299091
chr14	521919	522536	5.220966869
chr14	524729	525337	5.645296758
chr14	526605	527063	10.36954268
chr14	527843	529579	5.543535716
chr14	530522	532927	5.979624222
chr14	534465	537695	6.673360933
chr14	540464	541555	4.065877669
chr14	543909	545000	4.216756352
chr14	546678	548075	6.673109799
chr14	550503	552212	7.20514081
chr14	554301	555545	6.930498615
chr14	556884	558758	5.667826318
chr14	561258	562838	8.017202507
chr14	565797	567845	7.243826225
chr14	568655	569893	5.637261113
chr14	570743	571318	6.822792913
chr14	572191	572643	6.822792913
chr14	577192	578859	7.394376962
chr14	580550	582562	6.443231982
chr14	583276	588540	7.199723402
chr14	590386	593370	8.596460115
chr14	595702	597759	5.879413064
chr14	598492	598914	5.717646597
chr14	600321	601775	6.913331491
chr14	602539	603474	6.698641936
chr14	604816	607353	5.411853707
chr14	167362	168189	6.598447487
chr14	172288	173118	7.101495679
chr14	177710	179455	6.919455295
chr14	182004	183368	5.514867206
chr14	185045	185374	5.494804313
chr14	186085	187599	6.703116545
chr14	188962	190626	7.390236531
chr14	193242	194318	5.644645649
chr14	197724	199193	7.19880658
chr14	199984	200766	4.78115956
chr14	201888	205406	7.379454797
chr14	206615	206911	6.048347537
chr14	208410	212252	6.048347537
chr14	213054	214580	5.072939499
chr14	215221	216570	4.401085662
chr14	217334	218725	5.738833275
chr14	219739	220416	4.965182621
chr14	223611	224525	5.74272779
chr14	226711	227553	7.931151148
chr14	230437	231294	11.88430914
chr14	232888	233742	8.268341915
chr14	237288	238172	8.992513158
chr14	243108	244007	7.402331941
chr14	244105	245004	7.233448577
chr14	246924	247823	7.064973356
chr14	249207	250214	6.764313788
chr14	254120	255097	5.464091168
chr14	259854	260825	5.611828527
chr14	264378	264858	6.402107438
chr14	264954	265492	6.402107438
chr14	271898	272803	5.99422239
chr14	274852	280794	7.117858546
chr14	281748	282998	6.432402465
chr14	285329	286609	6.840580157
chr14	287530	288090	5.201446107
chr14	288727	298193	7.831917872
chr14	298344	301155	7.831917872
chr14	304093	305430	5.672793942
chr14	307811	311569	6.991137267
chr14	312889	314613	5.646125616
chr14	315955	318933	5.780545751
chr14	320947	324789	7.005461319
chr14	327237	327584	7.412461599
chr14	329955	330302	7.611464711
chr14	331556	334612	6.298295537
chr14	335432	338686	6.191663921
chr14	339725	341710	5.673317005
chr14	345261	348083	7.276771236
chr14	350229	350396	7.276771236
chr14	354240	356066	7.152498474
chr14	356895	362177	7.200289262
chr14	364538	367117	7.196667188
chr14	369850	373110	5.969237661
chr14	374482	374988	5.115386766
chr14	376415	379765	7.236451204
chr14	381892	382755	6.247357021
chr14	387545	390163	6.814042475
chr14	391418	392548	5.311115062
chr14	394515	395825	5.430562744
chr14	396278	398974	6.272764382
chr14	400818	401762	5.0036876
chr14	402532	404049	6.608984767
chr14	406001	406543	6.139120275
chr14	407201	407824	7.611473604
chr14	409951	410763	7.183184575
chr14	559943	560524	5.260500687
chr15	44865	45278	3.791180381
chr15	89699	90742	4.691933336
chr15	91327	93087	10.17426285
chr15	94186	95403	5.968243818
chr15	96524	102322	6.991765335
chr15	103947	105389	5.501047139
chr15	107152	107925	5.873696625
chr15	109674	110237	6.899097688
chr15	111841	112404	6.616816229
chr15	114316	116724	4.627631716
chr15	117308	117748	4.57630252
chr15	119498	119800	5.734728833
chr15	119872	121470	5.734728833
chr15	122949	125141	6.089992715
chr15	128162	131131	7.876125161
chr15	132212	133681	4.587656603
chr15	134248	136248	4.839162395
chr15	136906	139932	4.623243853
chr15	140628	140951	7.506382621
chr15	141729	142052	8.108070372
chr15	142837	144033	5.262605375
chr15	144804	146819	4.819987481
chr15	147525	149606	5.944448113
chr15	150197	150637	4.457087614
chr15	152224	153267	4.949020109
chr15	157518	165002	5.740411915
chr15	165181	167392	7.518449056
chr15	167519	167901	7.518449056
chr15	167994	173993	7.743957899
chr15	174666	176789	4.419452986
chr15	177711	180728	5.349887704
chr15	181250	181504	3.87053653
chr15	182522	183640	4.683084802
chr15	186756	192392	6.205390614
chr15	193812	195848	6.494574411
chr15	197593	202884	5.827219026
chr15	203784	205619	5.769750862
chr15	207588	208586	6.509290149
chr15	210212	211189	4.227678968
chr15	211852	212559	3.871165393
chr15	213304	218517	5.626523306
chr15	219996	223751	8.077477488
chr15	225384	226937	5.449494686
chr15	229560	230906	5.59706758
chr15	234925	235800	8.627602049
chr15	236030	237688	8.627602049
chr15	241830	245903	6.542658168
chr15	248964	251114	8.371313246
chr15	255418	257181	6.392909623
chr15	259729	262827	4.510725083
chr15	263389	263997	5.41737417
chr15	264808	266283	5.38132207
chr15	267416	269920	5.392428144
chr15	270004	270531	5.392428144
chr15	271702	273364	6.66506455
chr15	273446	281601	6.66506455
chr15	282097	284064	5.352522136
chr15	284945	286078	4.389302257
chr15	287122	287505	4.401987018
chr15	287838	288104	4.401987018
chr15	568966	569460	3.024182906
chr15	571176	572807	3.979695516
chr15	1420	1722	10.88262075
chr15	2229	4091	6.631596162
chr15	4927	6204	6.260731924
chr15	7054	8052	6.615153068
chr15	10493	11392	6.331449504
chr15	18062	21109	7.242735395
chr15	22327	24012	5.026139828
chr15	25017	25976	4.774206611
chr15	27691	29136	5.487780629
chr15	30525	32219	4.34830557
chr15	33283	35670	4.807870141
chr15	36746	37702	4.994725792
chr15	40153	42486	5.174891552
chr15	50578	51225	5.221800437
chr15	55815	56363	3.733601901
chr15	58335	60833	6.478849044
chr15	63516	64730	6.691941018
chr15	67727	69967	6.617978914
chr15	73419	75173	4.571125177
chr15	76322	76813	4.575346195
chr15	78571	79455	5.178216206
chr15	80340	81008	10.91137063
chr15	83851	85410	6.419095633
chr15	86017	87099	6.529828465
chr15	88005	88652	4.674022897
chr15	294188	295786	4.904185728
chr15	298674	306713	7.820015632
chr15	308246	308899	3.107715655
chr15	311100	313070	7.648147176
chr15	314966	316087	4.047810892
chr15	316883	318850	5.2569954
chr15	320609	321193	1.780212259
chr15	322198	328425	7.019116781
chr15	329867	331513	5.063929821
chr15	332435	332767	3.53831539
chr15	333465	336566	5.84327889
chr15	337262	338539	4.169940951
chr15	339509	341959	4.419487309
chr15	342493	343722	6.367215612
chr15	344446	347121	5.821283665
chr15	347975	348925	5.045858545
chr15	349383	351089	5.043681737
chr15	352283	353698	4.570398571
chr15	356631	358862	5.862904222
chr15	360177	361694	5.004342604
chr15	362450	370081	6.44006217
chr15	371300	374125	5.804094082
chr15	375845	376371	6.082345209
chr15	377697	380826	6.082345209
chr15	382169	382828	10.55382365
chr15	384357	384647	3.221580385
chr15	385429	386367	4.113873133
chr15	387131	388333	7.030557684
chr15	389097	391214	5.954109128
chr15	392586	393179	5.977218104
chr15	393765	394346	9.902579304
chr15	396768	399821	9.419217794
chr15	402366	403445	5.508318008
chr15	404321	405991	5.47985456
chr15	407437	408036	8.853256679
chr15	408627	408977	3.246989475
chr15	410544	410894	3.258607264
chr15	412871	413470	9.529941755
chr15	414469	415755	5.048519747
chr15	416653	426201	7.729070692
chr15	427534	431247	7.74000489
chr15	432127	440229	7.247748008
chr15	442775	443110	8.727203244
chr15	444082	444417	7.730008269
chr15	445336	447714	6.201657556
chr15	448886	450310	7.165125187
chr15	452815	454290	10.64527284
chr15	456724	458199	11.50572359
chr15	458785	459300	4.755163609
chr15	460483	461694	5.349118541
chr15	463448	465082	5.275785154
chr15	466202	472036	6.391492685
chr15	473685	477395	6.387461228
chr15	479345	483595	6.567705543
chr15	485934	488381	5.765518714
chr15	489282	493640	7.380929592
chr15	496930	498252	5.328118691
chr15	498916	500031	4.311046292
chr15	500582	501643	3.930477451
chr15	502372	503280	3.966906696
chr15	503850	505964	5.152305748
chr15	506511	507425	3.630150994
chr15	507776	508993	3.95644623
chr15	510043	511260	2.843091251
chr15	512832	514175	7.064720216
chr15	515072	515971	5.195079177
chr15	516571	517458	5.774800632
chr15	518229	519665	6.291463195
chr15	520615	523641	5.153436738
chr15	525603	525890	4.62081632
chr15	527206	528918	5.925936306
chr15	530546	531427	5.39379497
chr15	532148	533524	5.406076854
chr15	534670	534981	4.812036274
chr15	536448	536828	7.415077513
chr15	539480	542272	7.827265192
chr15	545136	547958	8.217307744
chr15	549291	551222	4.885324237
chr15	551982	552860	5.464807254
chr15	553598	554194	4.698188323
chr15	556047	557105	5.869369391
chr15	557739	558989	5.853724406
chr15	559657	560325	4.300985677
chr15	560908	562068	6.526962619
chr15	562954	566706	7.473365846
chr16	335779	336441	5.741696574
chr16	336711	337049	6.078024783
chr16	337368	338762	8.296514046
chr16	339342	340808	4.665608538
chr16	341516	343795	6.581553797
chr16	348024	351485	6.440902445
chr16	354482	355891	6.971848517
chr16	358357	360957	6.443510674
chr16	366336	368252	5.98232127
chr16	368307	369143	5.98232127
chr16	370151	372085	7.173028994
chr16	372182	373042	7.173028994
chr16	375266	378055	7.379285879
chr16	379627	380052	5.940086196
chr16	384166	387018	6.972891297
chr16	390760	393816	5.739064643
chr16	395619	398285	5.98198487
chr16	399317	399661	4.398118656
chr16	400643	402163	8.171152403
chr16	406334	408175	5.831152561
chr16	410412	411401	4.405880479
chr16	415343	421744	6.711055963
chr16	422791	425496	5.592934548
chr16	427803	429374	5.096373675
chr16	431232	431530	3.893640193
chr16	432875	433565	3.893640193
chr16	435424	435729	2.628352914
chr16	437054	437518	3.434351074
chr16	438215	438928	3.390053994
chr16	625883	627175	6.628789322
chr16	627787	631809	5.408232442
chr16	633576	637283	7.07878626
chr16	638587	640665	6.198753657
chr16	641672	642610	4.56433706
chr16	643805	647002	5.740140059
chr16	648959	649807	7.28713049
chr16	650899	652806	5.755303278
chr16	654837	655639	5.822028483
chr16	656762	658121	5.822028483
chr16	658922	659641	4.520190003
chr16	660865	666321	6.966813764
chr16	668507	670579	6.656318697
chr16	673421	685003	10.64569707
chr16	685902	686318	5.56876542
chr16	1813	2370	5.120242932
chr16	2832	3956	5.606038414
chr16	4500	5144	5.144604255
chr16	5641	6738	5.576331601
chr16	7420	8373	5.102020724
chr16	8972	10945	6.298961866
chr16	11911	14790	5.850120943
chr16	15325	16524	5.179834492
chr16	17926	18459	5.86241272
chr16	18486	20138	5.86241272
chr16	21862	22146	3.693415726
chr16	22941	23660	5.20264004
chr16	24967	27063	5.872413572
chr16	29090	31570	6.451543265
chr16	32445	34817	4.775891753
chr16	35642	36268	3.39237622
chr16	38424	39050	2.96148309
chr16	42122	42628	6.304072726
chr16	43822	44439	3.003822474
chr16	45472	46389	4.053655283
chr16	46861	60177	7.829957445
chr16	62734	63498	5.305928257
chr16	65577	66647	5.237819081
chr16	68317	69216	4.075955957
chr16	73099	74250	5.314085195
chr16	75360	75755	4.482564532
chr16	77197	77724	8.791891412
chr16	79760	82066	6.826938676
chr16	83917	84447	4.719367361
chr16	86549	88015	4.680581161
chr16	88677	91715	5.095295543
chr16	92765	101392	7.757586974
chr16	102870	103631	3.638912258
chr16	104121	106016	5.141838643
chr16	107576	109642	4.697264441
chr16	111515	115261	5.620537269
chr16	116589	117752	4.405180856
chr16	118493	119350	4.713859745
chr16	119928	121250	4.723811696
chr16	123292	125340	6.550309171
chr16	126124	126693	5.334327485
chr16	126761	127429	5.334327485
chr16	129532	131988	6.120114127
chr16	133742	136678	5.645359159
chr16	137876	138967	5.407270818
chr16	140050	142011	7.475367376
chr16	142669	145257	5.944660407
chr16	146490	147041	4.582327614
chr16	148552	149988	6.891124807
chr16	150096	151223	6.891124807
chr16	152986	153585	4.025647193
chr16	154766	155470	3.998348668
chr16	156636	157115	10.04151817
chr16	160168	160722	5.262559036
chr16	162186	165791	7.301108572
chr16	169726	170346	5.092761747
chr16	174476	175126	11.06504615
chr16	177136	180747	5.979764806
chr16	183001	183987	6.506507115
chr16	185810	186751	6.067000599
chr16	187779	188762	5.316505995
chr16	191621	192994	6.739622506
chr16	194486	196624	5.632440387
chr16	197685	198077	8.120275899
chr16	198625	199017	8.461926883
chr16	200525	201739	4.065957893
chr16	203408	208936	8.015347605
chr16	211374	211766	8.607350434
chr16	212314	212706	8.476355801
chr16	213491	216907	5.64487568
chr16	217603	219561	4.638575386
chr16	220192	222114	4.745617886
chr16	223140	223457	3.4537562
chr16	224441	224992	4.77593185
chr16	225928	227814	5.769746941
chr16	229512	231377	5.979243833
chr16	233016	234359	4.777632824
chr16	235379	237034	6.450596364
chr16	237947	240484	5.280447706
chr16	241969	243633	4.033279261
chr16	245531	247123	3.955821639
chr16	248050	253743	7.083621816
chr16	255262	257352	5.733680059
chr16	258230	260023	5.100393168
chr16	262948	263940	7.191818138
chr16	266565	268316	6.339460979
chr16	271506	282976	9.117678264
chr16	283031	288482	9.117678264
chr16	290325	291698	5.219532586
chr16	292829	295066	6.888845253
chr16	296422	298227	5.816657543
chr16	298993	300894	5.536573072
chr16	302310	303224	4.876139017
chr16	304678	307083	6.350150639
chr16	308067	309485	5.482352857
chr16	310478	311155	5.855881025
chr16	312553	314607	6.95651172
chr16	315943	316296	3.66415377
chr16	317823	319799	7.065015236
chr16	320912	321808	5.562119978
chr16	322788	327758	7.320332549
chr16	329005	329487	6.995394886
chr16	330530	331141	6.346969179
chr16	439882	441831	5.437338372
chr16	442915	443253	4.321049257
chr16	444348	445349	5.863538869
chr16	447012	448475	4.633716301
chr16	450654	452264	6.359977076
chr16	453296	457600	6.170018622
chr16	459024	460109	4.615188302
chr16	460990	464604	5.232188397
chr16	465863	466252	6.423734237
chr16	466335	472499	6.423734237
chr16	474245	479689	7.004481552
chr16	480478	486879	7.544767647
chr16	489456	489905	2.409224471
chr16	491065	496668	7.889403953
chr16	497501	503950	7.402278947
chr16	505229	505528	5.192921518
chr16	506174	508366	6.954642792
chr16	509539	512529	6.263946539
chr16	515646	515987	5.14582942
chr16	517998	518339	5.061737409
chr16	520393	523687	8.253661104
chr16	523804	524528	8.253661104
chr16	526146	537395	7.631600289
chr16	539121	544553	7.330924852
chr16	546633	548432	6.806573021
chr16	550671	550997	4.748879032
chr16	552362	552910	6.420221306
chr16	555701	558484	6.273721856
chr16	560666	561529	4.658467667
chr16	562630	563220	4.685703071
chr16	564025	565593	6.2769244
chr16	567743	569323	7.444678207
chr16	571885	572463	7.819837294
chr16	574050	575849	9.790502928
chr16	578615	584212	6.593603177
chr16	584848	585618	5.220666914
chr16	587290	593251	9.660951359
chr16	593370	595306	9.660951359
chr16	598133	601657	9.660951359
chr16	607781	609577	6.588352709
chr16	612332	613426	4.965162658
chr16	614564	616285	5.56342042
chr16	617777	618118	4.704314731
chr16	619568	623014	7.557320524
chr17	403062	404396	8.861460173
chr17	406973	408655	7.690731872
chr17	410160	410498	7.1359003
chr17	412403	414418	6.051890188
chr17	415661	417094	6.925501933
chr17	417812	424918	6.746240604
chr17	427439	431755	7.950188319
chr17	433548	436778	5.326282408
chr17	439061	443479	7.105593999
chr17	446128	451482	5.499294066
chr17	452328	454229	7.358252244
chr17	454268	454552	7.358252244
chr17	457534	471483	7.173916122
chr17	471775	475432	7.173916122
chr17	475523	475721	7.173916122
chr17	475776	477392	7.173916122
chr17	477486	478560	7.173916122
chr17	479261	481414	5.593929435
chr17	482425	483444	5.955257004
chr17	485505	487369	5.941146723
chr17	488745	488955	5.941146723
chr17	490187	492646	5.651021088
chr17	495966	497264	5.195282277
chr17	498174	499346	5.955209528
chr17	503157	505529	6.521157058
chr17	506917	508959	5.47268051
chr17	511187	513385	4.655224572
chr17	514954	518895	5.556283384
chr17	519789	521408	5.099282771
chr17	522175	526467	5.806217944
chr17	528789	529145	4.028962203
chr17	530338	533844	4.739936719
chr17	537026	541210	6.757594081
chr17	543113	546598	5.838173977
chr17	548991	550883	3.998541822
chr17	551905	553992	4.681051317
chr17	554973	557708	3.882807478
chr17	558926	561079	6.255176501
chr17	565049	567640	4.661688542
chr17	569694	570992	5.030529746
chr17	573979	574314	8.652422189
chr17	574840	575163	8.765865251
chr17	576637	581253	6.428258643
chr17	582085	584961	5.627930549
chr17	585682	588927	5.060425656
chr17	590105	591454	4.786802666
chr17	592767	593720	4.617448385
chr17	594699	594881	7.237608197
chr17	595777	597945	7.237608197
chr17	599426	600382	4.150337019
chr17	601712	604816	5.588193625
chr17	608230	609990	5.975893605
chr17	613048	613773	4.426911885
chr17	614765	615688	5.068663526
chr17	616487	617026	3.779713115
chr17	618843	620351	5.921683139
chr17	621211	621723	2.960785615
chr17	623397	625997	6.659504962
chr17	626781	627170	4.357654718
chr17	628149	630266	5.519213811
chr17	631345	632211	5.52439911
chr17	633424	634236	4.308807375
chr17	638305	639798	5.984992043
chr17	643362	644135	4.804576895
chr17	644977	645570	4.174915639
chr17	646849	648240	5.999698274
chr17	649819	654501	6.421498758
chr17	655219	656679	5.771716038
chr17	659905	661062	5.723894848
chr17	661776	662477	6.095338928
chr17	4067	6391	6.106242513
chr17	7453	7947	4.765590777
chr17	10090	10767	6.686983722
chr17	12434	13000	5.35143615
chr17	13911	14711	4.774851307
chr17	15477	16175	4.338587396
chr17	17758	19419	5.786104068
chr17	20529	21092	4.897316793
chr17	22993	24342	9.401511722
chr17	25206	25562	9.688191547
chr17	26533	27846	9.688191547
chr17	29535	30884	9.425134638
chr17	31341	32045	8.269097425
chr17	32909	34894	9.855597468
chr17	35758	36015	8.055268431
chr17	36069	36500	8.055268431
